Brand,Competitor,MRO id,Part Number,MRO Price,New Price,Date Scraped,Old Price,Previous Date,Percentage Change
Leeson,sqone,221596,101431.00,132.10,144.00,2013-11-18,140.16,2013-11-03,+02.74 %
Leeson,sqone,221597,101432.00,145.82,158.25,2013-11-18,154.03,2013-11-03,+02.74 %
Leeson,sqone,221598,101433.00,171.86,186.75,2013-11-18,181.77,2013-11-03,+02.74 %
Leeson,sqone,221599,101434.00,128.90,140.25,2013-11-18,136.51,2013-11-03,+02.74 %
Leeson,sqone,221600,101435.00,231.75,252.00,2013-11-18,245.28,2013-11-03,+02.74 %
Leeson,sqone,221601,101436.00,265.57,288.75,2013-11-18,281.05,2013-11-03,+02.74 %
Leeson,sqone,221602,101437.00,273.34,297.00,2013-11-18,289.08,2013-11-03,+02.74 %
Leeson,sqone,221603,101446.00,168.21,183.00,2013-11-18,178.12,2013-11-03,+02.74 %
Leeson,sqone,221604,101447.00,131.64,143.25,2013-11-18,139.43,2013-11-03,+02.74 %
Leeson,sqone,221605,101448.00,139.41,151.50,2013-11-18,147.46,2013-11-03,+02.74 %
Leeson,sqone,221606,101449.00,165.47,180.00,2013-11-18,175.20,2013-11-03,+02.74 %
Leeson,sqone,221607,101520.00,203.40,221.25,2013-11-18,215.35,2013-11-03,+02.74 %
Leeson,sqone,221608,101521.00,154.95,168.00,2013-11-18,163.52,2013-11-03,+02.74 %
Leeson,sqone,221609,101522.00,175.52,190.50,2013-11-18,185.42,2013-11-03,+02.74 %
Leeson,sqone,221610,101523.00,242.25,264.00,2013-11-18,256.96,2013-11-03,+02.74 %
Leeson,sqone,221617,101544.00,260.08,282.75,2013-11-18,275.21,2013-11-03,+02.74 %
Leeson,sqone,221618,101585.00,226.71,246.75,2013-11-18,240.17,2013-11-03,+02.74 %
Leeson,sqone,221619,101602.00,167.75,182.25,2013-11-18,177.39,2013-11-03,+02.74 %
Leeson,sqone,221620,101611.00,198.84,216.00,2013-11-18,210.24,2013-11-03,+02.74 %
Leeson,sqone,221621,101637.00,176.44,192.00,2013-11-18,186.88,2013-11-03,+02.74 %
Leeson,sqone,221622,101638.00,196.09,213.75,2013-11-18,208.05,2013-11-03,+02.74 %
Leeson,sqone,221623,101639.00,153.59,167.25,2013-11-18,162.79,2013-11-03,+02.74 %
Leeson,sqone,221624,101640.00,184.67,201.00,2013-11-18,195.64,2013-11-03,+02.74 %
Leeson,sqone,221625,101641.00,225.34,245.25,2013-11-18,238.71,2013-11-03,+02.74 %
Leeson,sqone,221628,101645.00,292.54,318.00,2013-11-18,309.52,2013-11-03,+02.74 %
Leeson,sqone,221629,101646.00,141.70,153.75,2013-11-18,149.65,2013-11-03,+02.74 %
Leeson,sqone,221630,101647.00,169.13,184.50,2013-11-18,179.58,2013-11-03,+02.74 %
Leeson,sqone,221631,101648.00,149.93,163.50,2013-11-18,159.14,2013-11-03,+02.74 %
Leeson,sqone,221632,101649.00,145.82,158.25,2013-11-18,154.03,2013-11-03,+02.74 %
Leeson,sqone,221633,101650.00,238.15,258.75,2013-11-18,251.85,2013-11-03,+02.74 %
Leeson,sqone,221634,101651.00,205.69,223.50,2013-11-18,217.54,2013-11-03,+02.74 %
Leeson,sqone,221635,101765.00,166.38,180.75,2013-11-18,175.93,2013-11-03,+02.74 %
Leeson,sqone,221636,101766.00,179.18,195.00,2013-11-18,189.80,2013-11-03,+02.74 %
Leeson,sqone,221637,101767.00,149.93,163.50,2013-11-18,159.14,2013-11-03,+02.74 %
Leeson,sqone,221638,101769.00,161.80,175.50,2013-11-18,170.82,2013-11-03,+02.74 %
Leeson,sqone,221639,101773.00,192.90,210.00,2013-11-18,204.40,2013-11-03,+02.74 %
Leeson,sqone,221640,101775.00,197.46,214.50,2013-11-18,208.78,2013-11-03,+02.74 %
Leeson,sqone,221641,101776.00,176.44,192.00,2013-11-18,186.88,2013-11-03,+02.74 %
Leeson,sqone,221642,101780.00,242.25,264.00,2013-11-18,256.96,2013-11-03,+02.74 %
Leeson,sqone,221643,101781.00,227.63,247.50,2013-11-18,240.90,2013-11-03,+02.74 %
Leeson,sqone,221644,101782.00,234.03,254.25,2013-11-18,247.47,2013-11-03,+02.74 %
Leeson,sqone,221645,101839.00,245.92,267.75,2013-11-18,260.61,2013-11-03,+02.74 %
Leeson,sqone,221646,101965.00,175.52,190.50,2013-11-18,185.42,2013-11-03,+02.74 %
Leeson,sqone,221647,101966.00,153.13,166.50,2013-11-18,162.06,2013-11-03,+02.74 %
Leeson,sqone,221648,101981.00,153.13,166.50,2013-11-18,162.06,2013-11-03,+02.74 %
Leeson,sqone,221649,102012.00,149.01,261.00,2013-11-18,157.68,2013-11-03,+65.53 %
Leeson,sqone,221650,102013.00,211.17,370.50,2013-11-18,223.38,2013-11-03,+65.86 %
Leeson,sqone,221651,102014.00,145.82,158.25,2013-11-18,154.03,2013-11-03,+02.74 %
Leeson,sqone,221652,102015.00,224.89,394.50,2013-11-18,237.98,2013-11-03,+65.77 %
Leeson,sqone,221653,102016.00,139.41,151.50,2013-11-18,147.46,2013-11-03,+02.74 %
Leeson,sqone,221654,102017.00,206.61,224.25,2013-11-18,218.27,2013-11-03,+02.74 %
Leeson,sqone,221655,102018.00,185.57,201.75,2013-11-18,196.37,2013-11-03,+02.74 %
Leeson,sqone,221656,102019.00,248.20,270.00,2013-11-18,262.80,2013-11-03,+02.74 %
Leeson,sqone,221657,102020.00,159.53,173.25,2013-11-18,168.63,2013-11-03,+02.74 %
Leeson,sqone,221658,102021.00,231.75,252.00,2013-11-18,245.28,2013-11-03,+02.74 %
Leeson,sqone,221659,102024.00,248.20,270.00,2013-11-18,262.80,2013-11-03,+02.74 %
Leeson,sqone,221660,102183.00,210.71,229.50,2013-11-18,223.38,2013-11-03,+02.74 %
Leeson,sqone,221661,102184.00,199.29,216.75,2013-11-18,210.97,2013-11-03,+02.74 %
Leeson,sqone,221662,102197.00,139.41,151.50,2013-11-18,147.46,2013-11-03,+02.74 %
Leeson,sqone,221663,102198.00,146.72,159.75,2013-11-18,155.49,2013-11-03,+02.74 %
Leeson,sqone,221664,102199.00,153.59,167.25,2013-11-18,162.79,2013-11-03,+02.74 %
Leeson,sqone,221665,102200.00,192.90,210.00,2013-11-18,204.40,2013-11-03,+02.74 %
Leeson,sqone,221666,102661.00,145.82,158.25,2013-11-18,154.03,2013-11-03,+02.74 %
Leeson,sqone,221667,102662.00,135.30,147.00,2013-11-18,143.08,2013-11-03,+02.74 %
Leeson,sqone,221668,102663.00,172.32,187.50,2013-11-18,182.50,2013-11-03,+02.74 %
Leeson,sqone,221669,102664.00,155.86,169.50,2013-11-18,164.98,2013-11-03,+02.74 %
Leeson,sqone,221670,102665.00,201.12,218.25,2013-11-18,212.43,2013-11-03,+02.74 %
Leeson,sqone,221671,102666.00,188.78,204.75,2013-11-18,199.29,2013-11-03,+02.74 %
Leeson,sqone,221672,102684.00,140.32,152.25,2013-11-18,148.19,2013-11-03,+02.74 %
Leeson,sqone,221673,102685.00,187.86,204.00,2013-11-18,198.56,2013-11-03,+02.74 %
Leeson,sqone,221674,102686.00,187.40,204.00,2013-11-18,198.56,2013-11-03,+02.74 %
Leeson,sqone,221675,102687.00,196.55,213.75,2013-11-18,208.05,2013-11-03,+02.74 %
Leeson,sqone,221676,102688.00,225.34,245.25,2013-11-18,238.71,2013-11-03,+02.74 %
Leeson,sqone,221677,102689.00,215.29,234.00,2013-11-18,227.76,2013-11-03,+02.74 %
Leeson,sqone,221678,102690.00,216.21,235.50,2013-11-18,229.22,2013-11-03,+02.74 %
Leeson,sqone,221679,102691.00,228.09,247.50,2013-11-18,240.90,2013-11-03,+02.74 %
Leeson,sqone,221680,102692.00,254.60,276.75,2013-11-18,269.37,2013-11-03,+02.74 %
Leeson,sqone,221681,102693.00,235.40,256.50,2013-11-18,249.66,2013-11-03,+02.74 %
Leeson,sqone,221682,102694.00,253.23,275.25,2013-11-18,267.91,2013-11-03,+02.74 %
Leeson,sqone,221683,102695.00,180.55,196.50,2013-11-18,191.26,2013-11-03,+02.74 %
Leeson,sqone,221684,102696.00,226.26,246.00,2013-11-18,239.44,2013-11-03,+02.74 %
Leeson,sqone,221685,102697.00,230.37,250.50,2013-11-18,243.82,2013-11-03,+02.74 %
Leeson,sqone,221686,102792.00,143.53,156.00,2013-11-18,151.84,2013-11-03,+02.74 %
Leeson,sqone,221687,102793.00,162.72,177.00,2013-11-18,172.28,2013-11-03,+02.74 %
Leeson,sqone,221688,102794.00,177.80,193.50,2013-11-18,188.34,2013-11-03,+02.74 %
Leeson,sqone,221689,102795.00,199.29,216.75,2013-11-18,210.97,2013-11-03,+02.74 %
Leeson,sqone,221690,102860.00,188.78,204.75,2013-11-18,199.29,2013-11-03,+02.74 %
Leeson,sqone,221691,102861.00,195.63,213.00,2013-11-18,207.32,2013-11-03,+02.74 %
Leeson,sqone,221692,102862.00,205.69,223.50,2013-11-18,217.54,2013-11-03,+02.74 %
Leeson,sqone,221693,102863.00,165.47,180.00,2013-11-18,175.20,2013-11-03,+02.74 %
Leeson,sqone,221694,102864.00,159.98,174.00,2013-11-18,169.36,2013-11-03,+02.74 %
Leeson,sqone,221695,102865.00,217.57,237.00,2013-11-18,230.68,2013-11-03,+02.74 %
Leeson,sqone,221696,102866.00,165.47,180.00,2013-11-18,175.20,2013-11-03,+02.74 %
Leeson,sqone,221697,102867.00,177.80,193.50,2013-11-18,188.34,2013-11-03,+02.74 %
Leeson,sqone,221698,102868.00,165.47,180.00,2013-11-18,175.20,2013-11-03,+02.74 %
Leeson,sqone,221699,102869.00,187.86,204.00,2013-11-18,198.56,2013-11-03,+02.74 %
Leeson,sqone,221700,102870.00,142.15,154.50,2013-11-18,150.38,2013-11-03,+02.74 %
Leeson,sqone,221701,102871.00,214.83,233.25,2013-11-18,227.03,2013-11-03,+02.74 %
Leeson,sqone,221702,102872.00,170.03,185.25,2013-11-18,180.31,2013-11-03,+02.74 %
Leeson,sqone,221703,102873.00,142.15,154.50,2013-11-18,150.38,2013-11-03,+02.74 %
Leeson,sqone,221704,102903.00,129.56,183.00,2013-11-18,178.12,2013-11-03,+02.74 %
Leeson,sqone,221705,102904.00,169.57,184.50,2013-11-18,179.58,2013-11-03,+02.74 %
Leeson,sqone,221706,102905.00,158.61,172.50,2013-11-18,167.90,2013-11-03,+02.74 %
Leeson,sqone,221707,102906.00,183.75,200.25,2013-11-18,194.91,2013-11-03,+02.74 %
Leeson,sqone,221708,102907.00,165.90,234.75,2013-11-18,228.49,2013-11-03,+02.74 %
Leeson,sqone,221709,102908.00,220.77,240.00,2013-11-18,233.60,2013-11-03,+02.74 %
Leeson,sqone,221710,102909.00,215.29,234.00,2013-11-18,227.76,2013-11-03,+02.74 %
Leeson,sqone,221713,102912.00,161.80,175.50,2013-11-18,170.82,2013-11-03,+02.74 %
Leeson,sqone,221715,102914.00,147.64,160.50,2013-11-18,156.22,2013-11-03,+02.74 %
Leeson,sqone,221716,102915.00,166.38,180.75,2013-11-18,175.93,2013-11-03,+02.74 %
Leeson,sqone,221717,102916.00,169.13,184.50,2013-11-18,179.58,2013-11-03,+02.74 %
Leeson,sqone,221722,102921.00,180.55,196.50,2013-11-18,191.26,2013-11-03,+02.74 %
Leeson,sqone,221724,102929.00,168.21,183.00,2013-11-18,178.12,2013-11-03,+02.74 %
Leeson,sqone,221725,102930.00,179.63,195.00,2013-11-18,189.80,2013-11-03,+02.74 %
