Brand,Competitor,MRO id,Part Number,Our Price,Their Price
Leeson,globalindustrial,222636,120375.00,372.07,262.95
Leeson,globalindustrial,222637,120376.00,391.26,288.95
Leeson,globalindustrial,222639,120378.00,279.74,232.95
Leeson,globalindustrial,222640,120379.00,314.02,267.95
Leeson,globalindustrial,222652,120855.00,569.53,316.95
Leeson,globalindustrial,222737,121569.00,305.79,221.95
Leeson,globalindustrial,222747,121616.00,537.25,7.80
Leeson,globalindustrial,222751,121625.00,572.74,322.95
Leeson,globalindustrial,222793,128023.00,910.52,837.00
Leeson,globalindustrial,222855,131541.00,517.89,401.95
Leeson,globalindustrial,222856,131542.00,542.56,463.95
Leeson,globalindustrial,222857,131543.00,679.69,558.00
Leeson,globalindustrial,222890,131602.00,947.55,637.00
Leeson,globalindustrial,222891,131603.00,772.48,570.00
Leeson,globalindustrial,222919,131847.00,581.87,480.95
Leeson,globalindustrial,222920,131848.00,646.78,550.00
Leeson,globalindustrial,222921,131849.00,471.26,452.95
Leeson,globalindustrial,222922,131850.00,550.33,473.95
Leeson,globalindustrial,222950,131994.00,787.10,577.00
Leeson,globalindustrial,222951,131995.00,952.12,644.00
Leeson,globalindustrial,222971,140130.00,885.38,802.00
Leeson,globalindustrial,222973,140203.00,813.16,673.00
Leeson,globalindustrial,222974,140209.00,954.40,802.00
Leeson,globalindustrial,222975,140223.00,828.24,673.00
Leeson,globalindustrial,222977,140414.00,1037.60,964.00
Leeson,globalindustrial,223008,140640.00,994.63,820.00
Leeson,globalindustrial,223009,140641.00,664.15,620.00
Leeson,globalindustrial,223031,140705.00,1098.39,923.00
Leeson,globalindustrial,223032,140706.00,951.21,947.00
Leeson,globalindustrial,223033,140707.00,812.25,773.00
Leeson,globalindustrial,223492,191207.00,366.13,327.00
Leeson,globalindustrial,709466,811571.00,12372.00,8444.00
Leeson,globalindustrial,726004,121871.00,420.52,30.95
Leeson,globalindustrial,726055,132233.00,372.53,5.89
Leeson,globalindustrial,726414,193371.60,836.01,685.00
Leeson,globalindustrial,1151389,G191226.00,850.00,531.00
Leeson,electricmotorwholesale,221479,100001.00,172.32,168.00
Leeson,electricmotorwholesale,221480,100002.00,193.80,190.00
Leeson,electricmotorwholesale,221481,100003.00,237.23,230.00
Leeson,electricmotorwholesale,221482,100004.00,203.86,200.00
Leeson,electricmotorwholesale,221483,100005.00,243.17,236.00
Leeson,electricmotorwholesale,221484,100006.00,151.30,150.00
Leeson,electricmotorwholesale,221486,100008.00,205.69,205.00
Leeson,electricmotorwholesale,221523,100116.00,145.82,145.00
Leeson,electricmotorwholesale,221530,100207.00,133.93,130.00
Leeson,electricmotorwholesale,221531,100208.00,174.61,140.00
Leeson,electricmotorwholesale,221536,100340.00,160.90,160.00
Leeson,electricmotorwholesale,221542,100362.00,140.32,140.00
Leeson,electricmotorwholesale,221550,100588.00,173.24,168.00
Leeson,electricmotorwholesale,221556,100604.00,260.54,194.00
Leeson,electricmotorwholesale,221557,100699.00,179.18,164.00
Leeson,electricmotorwholesale,221558,100700.00,207.52,168.00
Leeson,electricmotorwholesale,221559,100701.00,219.86,185.00
Leeson,electricmotorwholesale,221562,100723.00,182.84,145.00
Leeson,electricmotorwholesale,221563,100767.00,213.46,164.00
Leeson,electricmotorwholesale,221564,100768.00,227.17,181.00
Leeson,electricmotorwholesale,221567,100803.00,183.29,133.00
Leeson,electricmotorwholesale,221568,100804.00,197.46,154.00
Leeson,electricmotorwholesale,221569,100805.00,231.29,177.00
Leeson,electricmotorwholesale,221571,100824.00,215.75,143.00
Leeson,electricmotorwholesale,221572,100825.00,250.02,163.00
Leeson,electricmotorwholesale,221586,101119.00,317.22,235.00
Leeson,electricmotorwholesale,221587,101120.00,271.51,201.00
Leeson,electricmotorwholesale,221588,101159.00,241.34,185.00
Leeson,electricmotorwholesale,221589,101176.00,221.23,185.00
Leeson,electricmotorwholesale,221590,101252.00,181.01,164.00
Leeson,electricmotorwholesale,221591,101253.00,208.89,168.00
Leeson,electricmotorwholesale,221595,101423.00,154.49,152.00
Leeson,electricmotorwholesale,221598,101433.00,171.86,166.00
Leeson,electricmotorwholesale,221600,101435.00,231.75,167.00
Leeson,electricmotorwholesale,221601,101436.00,265.57,183.00
Leeson,electricmotorwholesale,221602,101437.00,273.34,215.00
Leeson,electricmotorwholesale,221617,101544.00,260.08,255.00
Leeson,electricmotorwholesale,221621,101637.00,176.44,162.00
Leeson,electricmotorwholesale,221622,101638.00,196.09,183.00
Leeson,electricmotorwholesale,221628,101645.00,292.54,221.00
Leeson,electricmotorwholesale,221640,101775.00,197.46,186.00
Leeson,electricmotorwholesale,221641,101776.00,176.44,164.00
Leeson,electricmotorwholesale,221642,101780.00,242.25,235.00
